date,race_id
20231001,202309040910
20231001,202306040903
20231001,202306040912
20231001,202309040911
20231001,202306040909
20231001,202306040906
20231001,202309040901
20231001,202306040910
20231001,202309040906
20231001,202306040901
20231001,202306040904
20231001,202306040902
20231001,202309040912
20231001,202309040908
20231001,202309040905
20231001,202306040907
20231001,202309040902
20231001,202309040909
20231001,202309040907
20231001,202309040904
20231001,202306040908
20231001,202309040903
20231001,202306040911
20231001,202306040905
20231007,202305040109
20231007,202308020107
20231007,202305040103
20231007,202308020106
20231007,202308020109
20231007,202308020110
20231007,202308020111
20231007,202308020112
20231007,202305040105
20231007,202305040106
20231007,202305040107
20231007,202305040108
20231007,202308020105
20231007,202308020108
20231007,202305040104
20231007,202305040102
20231007,202305040101
20231007,202308020104
20231007,202308020103
20231007,202308020102
20231007,202308020101
20231007,202305040112
20231007,202305040111
20231007,202305040110
20231008,202305040212
20231008,202305040211
20231008,202305040210
20231008,202305040209
20231008,202305040204
20231008,202305040203
20231008,202305040202
20231008,202305040201
20231008,202308020203
20231008,202305040208
20231008,202308020212
20231008,202308020202
20231008,202308020207
20231008,202305040207
20231008,202305040206
20231008,202305040205
20231008,202308020209
20231008,202308020210
20231008,202308020201
20231008,202308020211
20231008,202308020206
20231008,202308020208
20231008,202308020205
20231008,202308020204
20231009,202305040311
20231009,202308020305
20231009,202308020309
20231009,202305040310
20231009,202305040304
20231009,202305040302
20231009,202305040303
20231009,202305040309
20231009,202305040312
20231009,202305040301
20231009,202308020310
20231009,202308020311
20231009,202308020312
20231009,202308020306
20231009,202308020307
20231009,202308020308
20231009,202308020301
20231009,202308020302
20231009,202308020303
20231009,202308020304
20231009,202305040308
20231009,202305040307
20231009,202305040306
20231009,202305040305
20231014,202308020412
20231014,202308020411
20231014,202308020410
20231014,202308020409
20231014,202304040105
20231014,202304040106
20231014,202304040107
20231014,202304040108
20231014,202308020404
20231014,202308020403
20231014,202308020402
20231014,202308020401
20231014,202304040112
20231014,202304040111
20231014,202304040110
20231014,202304040109
20231014,202305040405
20231014,202305040406
20231014,202305040407
20231014,202305040408
20231014,202305040412
20231014,202305040411
20231014,202305040410
20231014,202305040409
20231014,202305040401
20231014,202305040402
20231014,202305040403
20231014,202305040404
20231014,202308020407
20231014,202304040103
20231014,202308020406
20231014,202304040104
20231014,202308020408
20231014,202304040101
20231014,202308020405
20231014,202304040102
20231015,202308020509
20231015,202308020510
20231015,202308020511
20231015,202308020512
20231015,202308020505
20231015,202308020506
20231015,202308020507
20231015,202308020508
20231015,202304040210
20231015,202304040209
20231015,202305040508
20231015,202304040204
20231015,202304040206
20231015,202308020501
20231015,202305040512
20231015,202304040205
20231015,202304040211
20231015,202305040511
20231015,202304040202
20231015,202304040208
20231015,202305040503
20231015,202304040203
20231015,202304040212
20231015,202305040507
20231015,202305040505
20231015,202305040509
20231015,202304040207
20231015,202308020504
20231015,202305040510
20231015,202305040506
20231015,202304040201
20231015,202305040504
20231015,202305040502
20231015,202308020503
20231015,202308020502
20231015,202305040501
20231021,202304040301
20231021,202304040302
20231021,202304040303
20231021,202304040304
20231021,202308020605
20231021,202308020606
20231021,202308020607
20231021,202308020608
20231021,202308020604
20231021,202308020603
20231021,202308020602
20231021,202308020601
20231021,202308020609
20231021,202308020610
20231021,202308020611
20231021,202308020612
20231021,202304040308
20231021,202305040603
20231021,202305040610
20231021,202304040310
20231021,202304040311
20231021,202305040612
20231021,202304040312
20231021,202305040606
20231021,202304040306
20231021,202305040611
20231021,202305040608
20231021,202305040609
20231021,202305040604
20231021,202305040605
20231021,202304040309
20231021,202305040602
20231021,202305040601
20231021,202304040307
20231021,202304040305
20231021,202305040607
20231022,202308020705
20231022,202308020711
20231022,202308020706
20231022,202308020702
20231022,202305040712
20231022,202305040711
20231022,202305040710
20231022,202305040709
20231022,202305040703
20231022,202308020704
20231022,202305040707
20231022,202304040408
20231022,202304040403
20231022,202304040402
20231022,202305040702
20231022,202304040412
20231022,202308020709
20231022,202305040705
20231022,202308020712
20231022,202308020707
20231022,202305040701
20231022,202305040704
20231022,202308020708
20231022,202308020710
20231022,202304040401
20231022,202308020701
20231022,202304040405
20231022,202304040407
20231022,202305040706
20231022,202305040708
20231022,202304040406
20231022,202308020703
20231022,202304040409
20231022,202304040410
20231022,202304040411
20231022,202304040404
20231028,202304040504
20231028,202304040512
20231028,202305040805
20231028,202308020807
20231028,202305040808
20231028,202305040807
20231028,202305040806
20231028,202305040804
20231028,202305040803
20231028,202305040802
20231028,202305040801
20231028,202304040506
20231028,202308020809
20231028,202308020802
20231028,202308020805
20231028,202308020806
20231028,202308020808
20231028,202308020810
20231028,202308020811
20231028,202308020812
20231028,202304040509
20231028,202305040812
20231028,202305040811
20231028,202305040810
20231028,202305040809
20231028,202308020801
20231028,202308020803
20231028,202308020804
20231028,202304040505
20231028,202304040511
20231028,202304040507
20231028,202304040502
20231028,202304040510
20231028,202304040503
20231028,202304040508
20231028,202304040501
20231029,202308020911
20231029,202304040601
20231029,202305040905
20231029,202304040605
20231029,202308020902
20231029,202308020910
20231029,202305040909
20231029,202305040903
20231029,202305040912
20231029,202305040911
20231029,202305040910
20231029,202305040908
20231029,202305040907
20231029,202305040906
20231029,202305040904
20231029,202305040902
20231029,202305040901
20231029,202304040612
20231029,202304040611
20231029,202304040610
20231029,202304040609
20231029,202304040608
20231029,202304040607
20231029,202304040606
20231029,202304040604
20231029,202304040603
20231029,202304040602
20231029,202308020901
20231029,202308020903
20231029,202308020904
20231029,202308020905
20231029,202308020912
20231029,202308020908
20231029,202308020907
20231029,202308020906
20231029,202308020909
20231104,202305050105
20231104,202305050106
20231104,202305050107
20231104,202305050108
20231104,202308030105
20231104,202308030106
20231104,202308030107
20231104,202308030108
20231104,202308030109
20231104,202308030110
20231104,202308030111
20231104,202308030112
20231104,202303030109
20231104,202303030110
20231104,202303030111
20231104,202303030112
20231104,202305050101
20231104,202305050102
20231104,202305050103
20231104,202305050104
20231104,202308030104
20231104,202308030103
20231104,202308030102
20231104,202308030101
20231104,202303030101
20231104,202303030107
20231104,202303030106
20231104,202303030108
20231104,202303030102
20231104,202303030104
20231104,202303030103
20231104,202303030105
20231104,202305050109
20231104,202305050110
20231104,202305050111
20231104,202305050112
20231105,202308030208
20231105,202308030207
20231105,202308030206
20231105,202308030205
20231105,202303030201
20231105,202303030202
20231105,202303030203
20231105,202303030204
20231105,202305050204
20231105,202305050203
20231105,202305050202
20231105,202305050201
20231105,202303030209
20231105,202303030210
20231105,202303030211
20231105,202303030212
20231105,202303030205
20231105,202303030206
20231105,202303030207
20231105,202303030208
20231105,202305050209
20231105,202305050210
20231105,202305050211
20231105,202305050212
20231105,202308030209
20231105,202308030210
20231105,202308030211
20231105,202308030212
20231105,202308030204
20231105,202308030203
20231105,202308030202
20231105,202308030201
20231105,202305050205
20231105,202305050206
20231105,202305050207
20231105,202305050208
20231111,202303030309
20231111,202303030310
20231111,202303030311
20231111,202303030312
20231111,202308030308
20231111,202308030307
20231111,202308030306
20231111,202308030305
20231111,202308030304
20231111,202308030303
20231111,202308030302
20231111,202308030301
20231111,202303030305
20231111,202303030306
20231111,202303030307
20231111,202303030308
20231111,202308030312
20231111,202308030311
20231111,202308030310
20231111,202308030309
20231111,202305050309
20231111,202305050310
20231111,202305050311
20231111,202305050312
20231111,202305050301
20231111,202305050302
20231111,202305050303
20231111,202305050304
20231111,202305050305
20231111,202305050306
20231111,202305050307
20231111,202305050308
20231111,202303030301
20231111,202303030302
20231111,202303030303
20231111,202303030304
20231112,202305050401
20231112,202305050402
20231112,202305050403
20231112,202305050404
20231112,202305050412
20231112,202305050411
20231112,202305050410
20231112,202305050409
20231112,202305050408
20231112,202305050407
20231112,202305050406
20231112,202305050405
20231112,202308030408
20231112,202308030407
20231112,202308030406
20231112,202308030405
20231112,202303030405
20231112,202303030406
20231112,202303030407
20231112,202303030408
20231112,202308030412
20231112,202308030411
20231112,202308030410
20231112,202308030409
20231112,202308030404
20231112,202308030403
20231112,202308030402
20231112,202308030401
20231112,202303030401
20231112,202303030402
20231112,202303030403
20231112,202303030404
20231112,202303030409
20231112,202303030410
20231112,202303030411
20231112,202303030412
20231118,202308030501
20231118,202308030502
20231118,202308030503
20231118,202308030504
20231118,202305050505
20231118,202305050506
20231118,202305050507
20231118,202305050508
20231118,202308030509
20231118,202308030510
20231118,202308030511
20231118,202308030512
20231118,202305050501
20231118,202305050502
20231118,202305050503
20231118,202305050504
20231118,202303030508
20231118,202303030507
20231118,202303030506
20231118,202303030505
20231118,202308030505
20231118,202308030506
20231118,202308030507
20231118,202308030508
20231118,202305050509
20231118,202305050510
20231118,202305050511
20231118,202305050512
20231118,202303030509
20231118,202303030510
20231118,202303030511
20231118,202303030512
20231118,202303030504
20231118,202303030503
20231118,202303030502
20231118,202303030501
20231119,202305050604
20231119,202305050603
20231119,202305050602
20231119,202305050601
20231119,202308030604
20231119,202308030603
20231119,202308030602
20231119,202308030601
20231119,202308030612
20231119,202308030611
20231119,202308030610
20231119,202308030609
20231119,202303030605
20231119,202303030606
20231119,202303030607
20231119,202303030608
20231119,202303030604
20231119,202303030603
20231119,202303030602
20231119,202303030601
20231119,202303030609
20231119,202303030610
20231119,202303030611
20231119,202303030612
20231119,202305050605
20231119,202305050606
20231119,202305050607
20231119,202305050608
20231119,202305050612
20231119,202305050611
20231119,202305050610
20231119,202305050609
20231119,202308030608
20231119,202308030607
20231119,202308030606
20231119,202308030605
20231125,202308030701
20231125,202308030702
20231125,202308030703
20231125,202308030704
20231125,202308030705
20231125,202308030706
20231125,202308030707
20231125,202308030708
20231125,202305050704
20231125,202305050703
20231125,202305050702
20231125,202305050701
20231125,202305050709
20231125,202305050710
20231125,202305050711
20231125,202305050712
20231125,202305050708
20231125,202305050707
20231125,202305050706
20231125,202305050705
20231125,202308030712
20231125,202308030711
20231125,202308030710
20231125,202308030709
20231126,202305050804
20231126,202305050803
20231126,202305050802
20231126,202305050801
20231126,202305050808
20231126,202305050807
20231126,202305050806
20231126,202305050805
20231126,202308030804
20231126,202308030803
20231126,202308030802
20231126,202308030801
20231126,202305050809
20231126,202305050810
20231126,202305050811
20231126,202305050812
20231126,202308030812
20231126,202308030811
20231126,202308030810
20231126,202308030809
20231126,202308030808
20231126,202308030807
20231126,202308030806
20231126,202308030805
20231202,202306050108
20231202,202306050107
20231202,202306050106
20231202,202306050105
20231202,202309050109
20231202,202309050110
20231202,202309050111
20231202,202309050112
20231202,202306050112
20231202,202306050111
20231202,202306050110
20231202,202306050109
20231202,202307040101
20231202,202307040102
20231202,202307040103
20231202,202307040104
20231202,202307040112
20231202,202307040111
20231202,202307040110
20231202,202307040109
20231202,202307040105
20231202,202307040106
20231202,202307040107
20231202,202307040108
20231202,202306050104
20231202,202306050103
20231202,202306050102
20231202,202306050101
20231202,202309050105
20231202,202309050106
20231202,202309050107
20231202,202309050108
20231202,202309050101
20231202,202309050102
20231202,202309050103
20231202,202309050104
20231203,202306050201
20231203,202306050202
20231203,202306050203
20231203,202306050204
20231203,202306050208
20231203,202306050207
20231203,202306050206
20231203,202306050205
20231203,202306050209
20231203,202306050210
20231203,202306050211
20231203,202306050212
20231203,202307040201
20231203,202307040202
20231203,202307040203
20231203,202307040204
20231203,202307040209
20231203,202307040210
20231203,202307040211
20231203,202307040212
20231203,202307040205
20231203,202307040206
20231203,202307040207
20231203,202307040208
20231203,202309050201
20231203,202309050202
20231203,202309050203
20231203,202309050204
20231203,202309050205
20231203,202309050206
20231203,202309050207
20231203,202309050208
20231203,202309050209
20231203,202309050210
20231203,202309050211
20231203,202309050212
20231209,202309050309
20231209,202309050310
20231209,202309050311
20231209,202309050312
20231209,202306050304
20231209,202306050303
20231209,202306050302
20231209,202306050301
20231209,202307040304
20231209,202307040303
20231209,202307040302
20231209,202307040301
20231209,202306050309
20231209,202306050310
20231209,202306050311
20231209,202306050312
20231209,202307040308
20231209,202307040307
20231209,202307040306
20231209,202307040305
20231209,202306050305
20231209,202306050306
20231209,202306050307
20231209,202306050308
20231209,202309050304
20231209,202309050303
20231209,202309050302
20231209,202309050301
20231209,202309050308
20231209,202309050307
20231209,202309050306
20231209,202309050305
20231209,202307040312
20231209,202307040311
20231209,202307040310
20231209,202307040309
20231210,202306050401
20231210,202306050402
20231210,202306050403
20231210,202306050404
20231210,202309050401
20231210,202309050402
20231210,202309050403
20231210,202309050404
20231210,202307040401
20231210,202307040402
20231210,202307040403
20231210,202307040404
20231210,202307040405
20231210,202307040406
20231210,202307040407
20231210,202307040408
20231210,202307040409
20231210,202307040410
20231210,202307040411
20231210,202307040412
20231210,202309050409
20231210,202309050410
20231210,202309050411
20231210,202309050412
20231210,202309050408
20231210,202309050407
20231210,202309050406
20231210,202309050405
20231210,202306050412
20231210,202306050411
20231210,202306050410
20231210,202306050409
20231210,202306050408
20231210,202306050407
20231210,202306050406
20231210,202306050405
20231216,202307040509
20231216,202307040510
20231216,202307040511
20231216,202307040512
20231216,202309050509
20231216,202309050510
20231216,202309050511
20231216,202309050512
20231216,202309050504
20231216,202309050503
20231216,202309050502
20231216,202309050501
20231216,202309050505
20231216,202309050506
20231216,202309050507
20231216,202309050508
20231216,202307040501
20231216,202307040502
20231216,202307040503
20231216,202307040504
20231216,202307040505
20231216,202307040506
20231216,202307040507
20231216,202307040508
20231216,202306050505
20231216,202306050506
20231216,202306050507
20231216,202306050508
20231216,202306050504
20231216,202306050503
20231216,202306050502
20231216,202306050501
20231216,202306050509
20231216,202306050510
20231216,202306050511
20231216,202306050512
20231217,202309050609
20231217,202309050610
20231217,202309050611
20231217,202309050612
20231217,202309050605
20231217,202309050606
20231217,202309050607
20231217,202309050608
20231217,202306050612
20231217,202306050611
20231217,202306050610
20231217,202306050609
20231217,202307040601
20231217,202307040602
20231217,202307040603
20231217,202307040604
20231217,202309050604
20231217,202309050603
20231217,202309050602
20231217,202309050601
20231217,202307040612
20231217,202307040611
20231217,202307040610
20231217,202307040609
20231217,202307040605
20231217,202307040606
20231217,202307040607
20231217,202307040608
20231217,202306050601
20231217,202306050602
20231217,202306050603
20231217,202306050604
20231217,202306050608
20231217,202306050607
20231217,202306050606
20231217,202306050605
20231223,202306050709
20231223,202306050710
20231223,202306050711
20231223,202306050712
20231223,202306050701
20231223,202306050702
20231223,202306050703
20231223,202306050704
20231223,202306050705
20231223,202306050706
20231223,202306050707
20231223,202306050708
20231223,202309050704
20231223,202309050703
20231223,202309050702
20231223,202309050701
20231223,202309050709
20231223,202309050710
20231223,202309050711
20231223,202309050712
20231223,202309050708
20231223,202309050707
20231223,202309050706
20231223,202309050705
20231224,202306050801
20231224,202306050802
20231224,202306050803
20231224,202306050804
20231224,202309050804
20231224,202309050803
20231224,202309050802
20231224,202309050801
20231224,202306050809
20231224,202306050810
20231224,202306050811
20231224,202306050812
20231224,202309050809
20231224,202309050810
20231224,202309050811
20231224,202309050812
20231224,202309050808
20231224,202309050807
20231224,202309050806
20231224,202309050805
20231224,202306050805
20231224,202306050806
20231224,202306050807
20231224,202306050808
20231228,202306050904
20231228,202306050903
20231228,202306050902
20231228,202306050901
20231228,202306050908
20231228,202306050907
20231228,202306050906
20231228,202306050905
20231228,202306050909
20231228,202306050910
20231228,202306050911
20231228,202306050912
20231228,202309050904
20231228,202309050903
20231228,202309050902
20231228,202309050901
20231228,202309050908
20231228,202309050907
20231228,202309050906
20231228,202309050905
20231228,202309050909
20231228,202309050910
20231228,202309050911
20231228,202309050912
20240106,202408010105
20240106,202408010106
20240106,202408010107
20240106,202408010108
20240106,202406010105
20240106,202406010106
20240106,202406010107
20240106,202406010108
20240106,202408010101
20240106,202408010102
20240106,202408010103
20240106,202408010104
20240106,202408010109
20240106,202408010110
20240106,202408010111
20240106,202408010112
20240106,202406010104
20240106,202406010103
20240106,202406010102
20240106,202406010101
20240106,202406010109
20240106,202406010110
20240106,202406010111
20240106,202406010112
20240107,202406010201
20240107,202406010202
20240107,202406010203
20240107,202406010204
20240107,202406010205
20240107,202406010206
20240107,202406010207
20240107,202406010208
20240107,202408010201
20240107,202408010202
20240107,202408010203
20240107,202408010204
20240107,202408010208
20240107,202408010207
20240107,202408010206
20240107,202408010205
20240107,202408010209
20240107,202408010210
20240107,202408010211
20240107,202408010212
20240107,202406010209
20240107,202406010210
20240107,202406010211
20240107,202406010212
20240108,202408010301
20240108,202408010302
20240108,202408010303
20240108,202408010304
20240108,202408010312
20240108,202408010311
20240108,202408010310
20240108,202408010309
20240108,202408010305
20240108,202408010306
20240108,202408010307
20240108,202408010308
20240108,202406010305
20240108,202406010306
20240108,202406010307
20240108,202406010308
20240108,202406010312
20240108,202406010311
20240108,202406010310
20240108,202406010309
20240108,202406010301
20240108,202406010302
20240108,202406010303
20240108,202406010304
20240113,202410010112
20240113,202410010111
20240113,202410010110
20240113,202410010109
20240113,202408010401
20240113,202408010402
20240113,202408010403
20240113,202408010404
20240113,202410010101
20240113,202410010102
20240113,202410010103
20240113,202410010104
20240113,202406010412
20240113,202406010411
20240113,202406010410
20240113,202406010409
20240113,202406010408
20240113,202406010407
20240113,202406010406
20240113,202406010405
20240113,202406010404
20240113,202406010403
20240113,202406010402
20240113,202406010401
20240113,202408010409
20240113,202408010410
20240113,202408010411
20240113,202408010412
20240113,202410010105
20240113,202410010106
20240113,202410010107
20240113,202410010108
20240113,202408010405
20240113,202408010406
20240113,202408010407
20240113,202408010408
20240114,202408010504
20240114,202408010503
20240114,202408010502
20240114,202408010501
20240114,202406010509
20240114,202406010510
20240114,202406010511
20240114,202406010512
20240114,202410010205
20240114,202410010206
20240114,202410010207
20240114,202410010208
20240114,202410010212
20240114,202410010211
20240114,202410010210
20240114,202410010209
20240114,202406010504
20240114,202406010503
20240114,202406010502
20240114,202406010501
20240114,202410010201
20240114,202410010202
20240114,202410010203
20240114,202410010204
20240114,202408010508
20240114,202408010507
20240114,202408010506
20240114,202408010505
20240114,202406010508
20240114,202406010507
20240114,202406010506
20240114,202406010505
20240114,202408010509
20240114,202408010510
20240114,202408010511
20240114,202408010512
20240120,202406010608
20240120,202406010607
20240120,202406010606
20240120,202406010605
20240120,202406010604
20240120,202406010603
20240120,202406010602
20240120,202406010601
20240120,202408010609
20240120,202408010610
20240120,202408010611
20240120,202408010612
20240120,202408010608
20240120,202408010607
20240120,202408010606
20240120,202408010605
20240120,202410010304
20240120,202410010303
20240120,202410010302
20240120,202410010301
20240120,202406010612
20240120,202406010611
20240120,202406010610
